Angle Index,Angle Middle,Angle Ring,Angle Thumb Index,Angle Thumb Middle,Angle Thumb Ring,Angle Thumb Little,Label
32.04634777,32.1290845,48.42869356,130.967684,150.3512883,161.2077017,170.0151961,Shikhara
25.82419877,30.87331339,35.26389466,178.3949341,174.173658,171.187021,165.988622,Shikhara
27.56833228,31.12822358,35.62686791,176.8330174,170.0832691,168.0492019,163.2365356,Shikhara
23.1472012,30.41659055,35.18069936,175.6420166,175.433491,172.1116506,168.7560888,Shikhara
24.44624725,31.07041635,36.76597555,178.5112672,172.3286654,169.1729125,164.7295382,Shikhara
24.18322738,30.98315581,35.6822974,176.1185606,175.2701912,171.7017123,168.5791249,Shikhara
26.87418624,31.12822358,35.63893809,174.9884603,169.5079825,167.4739152,163.1086575,Shikhara
27.46614141,30.63324819,34.70698417,176.6148412,171.3505501,168.8213839,164.1734132,Shikhara
27.70915851,32.33052396,40.17081086,178.0913116,171.7233903,167.0787818,160.6304558,Shikhara
32.12471777,32.08334986,32.1015,151.081652,168.5132205,178.7319831,175.0094158,Shikhara
32.69102155,30.20323775,35.74427226,148.6205619,165.9954661,174.8206768,178.3128934,Shikhara
32.04634777,32.1290845,48.42869356,130.967684,150.3512883,161.2077017,170.0151961,Shikhara
32.49175052,28.35575315,39.04875806,138.0927197,157.2239232,165.4087134,173.0512884,Shikhara
29.4731247,27.49234735,37.9962994,137.8112351,157.2566002,165.9516807,173.4869923,Shikhara
29.47069567,30.36394147,38.96759734,134.1404796,153.3222852,163.8189695,171.5479411,Shikhara
28.73203216,28.7458626,42.52910716,130.1746507,151.1617919,160.9950487,169.7672633,Shikhara
27.61047857,28.47392351,43.52580166,127.6959323,148.192576,159.1633629,168.131102,Shikhara
27.45637339,30.61929708,44.53329817,132.7164089,152.4167083,163.7635448,172.3436062,Shikhara
29.41559883,33.47096427,55.62854799,124.1801033,145.0517003,156.3616328,166.5743004,Shikhara
28.24973549,35.99919151,60.2551187,126.0692324,146.0138954,158.3756129,168.8967682,Shikhara
26.07535558,35.14867266,57.95894812,121.524346,140.8418301,153.5968989,164.4575649,Shikhara
24.57252116,35.72544866,56.18384954,121.524346,140.0590745,153.7377827,163.6640282,Shikhara
